!!SBtab TableID='Protein' TableType='Quantity' Unit='mmol/gCDW' Organism='Escherichia coli'
% Concentrations of polypeptide chains across conditions in units of mmol/gCDW; rows correspond to enzymatic polypeptide chains with expression levels > 0 in at least one condition.
!QuantityType	!Gene:LocusName	!Gene:Name	GLC_CHEM_mu_0_11_V	GLC_CHEM_mu_0_12_S	GLC_CHEM_mu_0_20_S	GLC_CHEM_mu_0_21_P	GLC_CHEM_mu_0_21_V	GLC_CHEM_mu_0_22_P	GLC_CHEM_mu_0_26_P	GAL_BATCH_mu_0_26_S	ACE_BATCH_mu_0_3_S	GLC_CHEM_mu_0_31_P	GLC_CHEM_mu_0_31_V	GLC_CHEM_mu_0_35_S	GLC_CHEM_mu_0_36_P	PYR_BATCH_mu_0_4_S	GLC_CHEM_mu_0_40_V	GLC_CHEM_mu_0_41_P	FUM_BATCH_mu_0_42_S	SUCC_BATCH_mu_0_44_S	GLC_CHEM_mu_0_46_P	GAM_BATCH_mu_0_46_S	GLYC_BATCH_mu_0_47_S	MAN_BATCH_mu_0_47_S	GLC_CHEM_mu_0_49_V	GLC_CHEM_mu_0_50_S	GLC_CHEM_mu_0_51_P	GLC_SALTS_BATCH_mu_0_55_S	XYL_BATCH_mu_0_55_S	GLC_BATCH_mu_0_58_S	GLC_pH6_BATCH_mu_0_63_S	FRU_BATCH_mu_0_65_S	GLC_42deg_BATCH_mu_0_66_S
concentration of enzyme	b3648	gmk	8.10E-07	7.20E-07	7.70E-07	8.40E-07	7.10E-07	6.70E-07	1.30E-06	6.80E-07	8.50E-07	6.00E-07	7.40E-07	8.50E-07	6.70E-07	9.30E-07	8.00E-07	7.20E-07	1.10E-06	1.10E-06	1.00E-06	7.90E-07	1.10E-06	1.00E-06	1.10E-06	1.00E-06	8.20E-07	1.60E-06	1.90E-06	1.50E-06	1.80E-06	1.30E-06	1.70E-06
concentration of enzyme	b3708	tnaA	1.90E-05	2.00E-05	1.50E-05	2.30E-05		2.70E-05	6.30E-06	4.80E-05	1.10E-05	3.30E-05		1.30E-05	2.50E-05	3.60E-06		2.70E-05	6.60E-06	6.70E-06	4.20E-06	1.20E-05	4.00E-06	6.30E-06		8.10E-06	3.10E-05	2.40E-06	1.90E-06	2.20E-06	2.00E-06	2.40E-06	2.60E-06
concentration of enzyme	b3729	glmS	5.60E-06	7.40E-06	7.80E-06	5.50E-06	6.20E-06	5.70E-06	9.60E-06	5.90E-06	7.30E-06	5.80E-06	6.80E-06	8.90E-06	5.80E-06	1.10E-05	6.20E-06	5.80E-06	1.20E-05	1.30E-05	7.30E-06	6.10E-06	1.40E-05	9.20E-06	8.80E-06	1.10E-05	6.10E-06	1.50E-05	7.90E-06	1.40E-05	1.00E-05	1.40E-05	1.70E-05
concentration of enzyme	b3730	glmU	9.40E-07	1.10E-06	1.40E-06	5.70E-07	1.10E-06	5.60E-07	1.20E-06	7.40E-07	1.20E-06	6.40E-07	1.30E-06	1.40E-06	7.50E-07	1.40E-06	1.30E-06	6.80E-07	1.20E-06	1.40E-06	1.10E-06	8.40E-07	1.60E-06	1.20E-06	1.60E-06	1.90E-06	8.60E-07	1.90E-06	1.60E-06	1.40E-06	1.50E-06	1.80E-06	1.70E-06
concentration of enzyme	b3730	glmU	9.40E-07	1.10E-06	1.40E-06	5.70E-07	1.10E-06	5.60E-07	1.20E-06	7.40E-07	1.20E-06	6.40E-07	1.30E-06	1.40E-06	7.50E-07	1.40E-06	1.30E-06	6.80E-07	1.20E-06	1.40E-06	1.10E-06	8.40E-07	1.60E-06	1.20E-06	1.60E-06	1.90E-06	8.60E-07	1.90E-06	1.60E-06	1.40E-06	1.50E-06	1.80E-06	1.70E-06
concentration of enzyme	b3744	asnA		9.90E-07	1.70E-06	1.20E-06		1.20E-06	1.70E-06	1.50E-06	2.30E-06	1.60E-06		2.40E-06	1.90E-06	4.10E-06		2.20E-06	2.30E-06	2.30E-06	2.70E-06	2.30E-06	3.20E-06	3.10E-06		3.90E-06	2.60E-06	3.30E-06	3.40E-06	6.30E-06	3.00E-06	4.20E-06	2.40E-06
concentration of enzyme	b3770	ilvE	3.90E-06	4.20E-06	4.40E-06	5.70E-06	6.60E-06	6.20E-06	5.30E-06	5.90E-06	5.50E-06	7.10E-06	7.90E-06	6.00E-06	8.00E-06	7.90E-06	1.10E-05	8.10E-06	6.80E-06	7.70E-06	7.00E-06	8.90E-06	7.20E-06	6.20E-06	9.90E-06	8.90E-06	1.10E-05	1.50E-05	1.90E-05	9.20E-06	1.20E-05	1.00E-05	8.90E-06
concentration of enzyme	b3770	ilvE	3.90E-06	4.20E-06	4.40E-06	5.70E-06	6.60E-06	6.20E-06	5.30E-06	5.90E-06	5.50E-06	7.10E-06	7.90E-06	6.00E-06	8.00E-06	7.90E-06	1.10E-05	8.10E-06	6.80E-06	7.70E-06	7.00E-06	8.90E-06	7.20E-06	6.20E-06	9.90E-06	8.90E-06	1.10E-05	1.50E-05	1.90E-05	9.20E-06	1.20E-05	1.00E-05	8.90E-06
concentration of enzyme	b3771	ilvD	1.30E-07	1.50E-06	1.90E-06	1.10E-06	1.70E-07	1.10E-06	2.00E-06	1.30E-06	2.20E-06	1.20E-06	3.10E-07	2.10E-06	1.40E-06	4.00E-06	2.30E-07	1.40E-06	2.70E-06	2.80E-06	3.40E-06	1.50E-06	2.70E-06	3.10E-06	4.00E-07	3.10E-06	1.70E-06	5.30E-06	7.50E-06	4.20E-06	3.90E-06	4.10E-06	3.90E-06
concentration of enzyme	b3771	ilvD	1.30E-07	1.50E-06	1.90E-06	1.10E-06	1.70E-07	1.10E-06	2.00E-06	1.30E-06	2.20E-06	1.20E-06	3.10E-07	2.10E-06	1.40E-06	4.00E-06	2.30E-07	1.40E-06	2.70E-06	2.80E-06	3.40E-06	1.50E-06	2.70E-06	3.10E-06	4.00E-07	3.10E-06	1.70E-06	5.30E-06	7.50E-06	4.20E-06	3.90E-06	4.10E-06	3.90E-06
concentration of enzyme	b3774	ilvC	4.30E-05	3.60E-05	5.60E-05	1.20E-04	5.30E-05	1.20E-04	6.20E-05	1.20E-04	6.80E-05	1.20E-04	6.00E-05	7.50E-05	1.20E-04	5.70E-05	6.20E-05	1.20E-04	7.90E-05	9.70E-05	8.10E-05	1.20E-04	1.10E-04	9.10E-05	7.30E-05	1.00E-04	1.20E-04	1.10E-04	1.50E-04	1.20E-04	6.80E-05	1.20E-04	1.10E-04
concentration of enzyme	b3774	ilvC	4.30E-05	3.60E-05	5.60E-05	1.20E-04	5.30E-05	1.20E-04	6.20E-05	1.20E-04	6.80E-05	1.20E-04	6.00E-05	7.50E-05	1.20E-04	5.70E-05	6.20E-05	1.20E-04	7.90E-05	9.70E-05	8.10E-05	1.20E-04	1.10E-04	9.10E-05	7.30E-05	1.00E-04	1.20E-04	1.10E-04	1.50E-04	1.20E-04	6.80E-05	1.20E-04	1.10E-04
concentration of enzyme	b3804	hemD	2.20E-07	7.40E-08	6.80E-08		2.00E-07		6.40E-08		5.70E-08		1.40E-07	5.90E-08		6.80E-08	9.10E-08		6.70E-08	5.50E-08	6.10E-08				7.50E-08								
concentration of enzyme	b3805	hemC		6.30E-07	7.80E-07				8.60E-07		5.90E-07			7.00E-07		9.00E-07			7.30E-07	7.70E-07	8.60E-07		1.70E-06	7.70E-07		6.20E-07		7.00E-07	8.00E-07	7.90E-07	8.60E-07	6.40E-07	7.80E-07
concentration of enzyme	b3809	dapF	1.30E-06	6.70E-07	7.40E-07		1.40E-06		7.30E-07		9.50E-07		1.30E-06	4.30E-07		7.40E-07	1.20E-06		1.00E-06	9.00E-07	1.10E-06		9.00E-07		1.10E-06	9.40E-07			8.10E-07	1.30E-06	1.10E-06		1.10E-06
concentration of enzyme	b3816	corA	2.10E-06	3.50E-06	3.00E-06	6.90E-07	1.60E-06	8.60E-07	1.60E-06	8.40E-07	8.50E-07	6.80E-07	9.40E-07	1.90E-06	6.10E-07	1.40E-06	6.50E-07	5.70E-07	9.10E-07	8.40E-07	1.60E-06	5.20E-07	1.30E-06	1.20E-06	6.90E-07	1.90E-06	5.60E-07	6.60E-07	5.30E-07	9.80E-07	5.80E-07	1.00E-06	1.20E-06
concentration of enzyme	b3829	metE	3.20E-05	2.20E-05	4.00E-05	7.00E-05	5.50E-05	6.80E-05	5.30E-05	8.70E-05	7.60E-05	1.10E-04	9.40E-05	5.60E-05	1.40E-04	7.50E-05	1.40E-04	1.70E-04	7.80E-05	7.50E-05	9.20E-05	1.80E-04	1.10E-04	1.00E-04	1.20E-04	1.00E-04	1.90E-04	1.20E-04	1.10E-04	1.80E-04	8.80E-05	1.30E-04	1.10E-04
concentration of enzyme	b3835	ubiB	5.30E-07				5.30E-07						5.60E-07				4.90E-07								4.80E-07								
concentration of enzyme	b3844	fre	1.10E-06	2.70E-06	3.00E-06	1.20E-06	1.30E-06	1.20E-06	3.30E-06	1.30E-06	2.80E-06	1.30E-06	1.30E-06	2.70E-06	1.30E-06	3.00E-06	1.10E-06	1.30E-06	3.00E-06	3.40E-06	3.10E-06	1.10E-06	2.70E-06	2.80E-06	1.10E-06	3.00E-06	1.00E-06	2.80E-06	3.70E-06	2.30E-06	3.10E-06	2.80E-06	2.50E-06
concentration of enzyme	b3846	fadB	9.60E-06	1.10E-05	1.10E-05	8.00E-06	9.30E-06	8.50E-06	5.40E-06	7.10E-06	2.70E-06	7.40E-06	5.30E-06	7.10E-06	6.70E-06	4.10E-06	2.00E-06	6.10E-06	3.70E-06	3.60E-06	2.70E-06	5.70E-06	1.10E-06	4.70E-06	7.50E-07	3.20E-06	4.80E-06	1.00E-06	7.50E-07	6.10E-07	5.20E-07	1.10E-06	5.00E-07
concentration of enzyme	b3850	hemG	3.00E-07	3.40E-07	5.50E-07	4.10E-07	3.10E-07		3.30E-07	1.00E-06	3.40E-07	6.40E-07	2.90E-07	5.70E-07	8.00E-07	5.80E-07	2.80E-07	5.70E-07	4.20E-07	3.00E-07	6.70E-07	6.90E-07	5.80E-07	4.00E-07	3.10E-07	5.30E-07	6.20E-07	4.60E-07	4.20E-07	3.80E-07	4.90E-07	3.40E-07	4.80E-07
concentration of enzyme	b3916	pfkA	8.80E-06	4.30E-06	4.30E-06	9.90E-06	8.60E-06	1.00E-05	5.30E-06	1.00E-05	3.60E-06	1.10E-05	9.60E-06	4.00E-06	1.10E-05	3.30E-06	9.20E-06	1.10E-05	4.00E-06	3.20E-06	4.30E-06	1.10E-05	4.80E-06	3.70E-06	9.50E-06	5.30E-06	1.10E-05	5.70E-06	4.30E-06	5.10E-06	4.50E-06	6.80E-06	3.80E-06
concentration of enzyme	b3916	pfkA	8.80E-06	4.30E-06	4.30E-06	9.90E-06	8.60E-06	1.00E-05	5.30E-06	1.00E-05	3.60E-06	1.10E-05	9.60E-06	4.00E-06	1.10E-05	3.30E-06	9.20E-06	1.10E-05	4.00E-06	3.20E-06	4.30E-06	1.10E-05	4.80E-06	3.70E-06	9.50E-06	5.30E-06	1.10E-05	5.70E-06	4.30E-06	5.10E-06	4.50E-06	6.80E-06	3.80E-06
concentration of enzyme	b3919	tpiA	3.30E-05	3.00E-05	3.10E-05	3.30E-05	3.00E-05	3.50E-05	3.40E-05	3.10E-05	3.40E-05	2.90E-05	2.50E-05	3.00E-05	2.90E-05	2.70E-05	2.40E-05	2.80E-05	3.10E-05	2.40E-05	2.80E-05	2.70E-05	2.80E-05	2.40E-05	2.40E-05	3.50E-05	2.70E-05	3.50E-05	4.80E-05	2.60E-05	5.20E-05	3.20E-05	2.80E-05
concentration of enzyme	b3939	metB	2.50E-06	4.00E-06	3.80E-06	2.00E-06	3.80E-06	2.00E-06	4.60E-06	2.10E-06	4.70E-06	2.30E-06	4.70E-06	2.70E-06	2.20E-06	3.50E-06	5.10E-06	2.50E-06	2.80E-06	3.40E-06	3.20E-06	2.60E-06	5.10E-06	3.80E-06	3.70E-06	4.50E-06	2.20E-06	4.40E-06	2.90E-06	6.80E-06	4.40E-06	5.40E-06	4.90E-06
concentration of enzyme	b3941	metF	3.50E-06	4.90E-06	6.00E-06	4.50E-06	5.10E-06	4.40E-06	9.80E-06	5.20E-06	9.80E-06	6.10E-06	7.50E-06	5.50E-06	6.50E-06	7.80E-06	9.60E-06	8.00E-06	8.00E-06	9.00E-06	9.20E-06	8.50E-06	1.30E-05	1.00E-05	9.40E-06	9.20E-06	8.70E-06	1.40E-05	1.10E-05	1.60E-05	1.60E-05	1.40E-05	1.30E-05
concentration of enzyme	b3956	ppc	1.20E-05	8.90E-06	1.00E-05	1.30E-05	1.50E-05	1.30E-05	7.60E-06	1.40E-05	5.90E-06	1.50E-05	1.90E-05	1.20E-05	1.60E-05	6.20E-06	1.90E-05	1.70E-05	5.80E-06	5.80E-06	1.30E-05	1.90E-05	8.30E-06	1.00E-05	2.40E-05	1.60E-05	2.00E-05	1.30E-05	1.10E-05	1.30E-05	1.90E-05	1.70E-05	1.20E-05
concentration of enzyme	b3957	argE	1.90E-06	5.10E-06	4.10E-06	1.10E-06	2.00E-06	1.10E-06	6.00E-06	1.10E-06	3.50E-06	1.10E-06	2.20E-06	3.20E-06	1.40E-06	5.30E-06	2.60E-06	1.40E-06	3.60E-06	3.60E-06	3.70E-06	1.50E-06	5.30E-06	4.50E-06	3.00E-06	4.90E-06	1.70E-06	5.50E-06	9.50E-06	7.60E-06	8.50E-06	6.20E-06	7.50E-06
concentration of enzyme	b3958	argC	8.90E-07	3.10E-06	3.00E-06	2.40E-06	8.00E-07	2.00E-06	3.70E-06	1.80E-06	3.60E-06	2.90E-06	1.00E-06	2.70E-06	2.50E-06	4.30E-06	2.90E-06	3.00E-06	3.70E-06	4.10E-06	3.70E-06	3.40E-06	4.70E-06	3.50E-06	1.70E-06	4.30E-06	3.30E-06	5.70E-06	4.80E-06	6.10E-06	6.50E-06	5.30E-06	6.50E-06
concentration of enzyme	b3959	argB	3.10E-06	1.20E-05	9.10E-06	7.00E-06	3.40E-06	4.70E-06	1.30E-05	6.50E-06	1.00E-05	8.00E-06	3.70E-06	7.40E-06	6.70E-06	1.60E-05	3.90E-06	7.60E-06	1.20E-05	1.40E-05	1.30E-05	7.30E-06	1.50E-05	1.40E-05	4.80E-06	1.00E-05	8.00E-06	1.30E-05	1.10E-05	2.30E-05	1.50E-05	1.90E-05	1.90E-05
concentration of enzyme	b3960	argH	1.20E-06	3.90E-06	3.90E-06	2.70E-06	1.90E-06	3.40E-06	4.60E-06	3.10E-06	5.30E-06	3.70E-06	2.60E-06	4.00E-06	4.70E-06	5.30E-06	3.10E-06	5.10E-06	5.60E-06	5.00E-06	6.10E-06	5.10E-06	6.90E-06	5.60E-06	4.90E-06	5.70E-06	6.00E-06	6.90E-06	6.50E-06	1.00E-05	8.60E-06	6.90E-06	1.10E-05
concentration of enzyme	b3967	murI		2.50E-07	2.60E-07				2.30E-07		2.80E-07			3.20E-07		2.50E-07			2.60E-07	2.00E-07	2.60E-07		1.90E-07	2.20E-07		3.00E-07		3.10E-07	2.90E-07	2.40E-07	3.20E-07	2.40E-07	3.10E-07
concentration of enzyme	b3972	murB	1.80E-07	7.40E-08	1.00E-07		2.00E-07		9.10E-08		7.90E-08		1.80E-07	9.60E-08		1.70E-07	1.80E-07		1.50E-07	9.40E-08	1.70E-07		1.40E-07	8.40E-08	1.50E-07	1.10E-07		1.10E-07	1.40E-07	1.90E-07	1.40E-07	1.20E-07	
concentration of enzyme	b3974	coaA	4.50E-07	5.30E-07	6.70E-07	4.10E-07	5.30E-07	3.30E-07	8.10E-07	3.20E-07	6.30E-07	3.40E-07	4.50E-07	6.00E-07	3.10E-07	1.20E-06	3.50E-07	3.40E-07	1.00E-06	1.10E-06	8.50E-07		9.40E-07	9.20E-07	3.70E-07	6.00E-07	3.00E-07	6.80E-07	4.90E-07	9.70E-07	5.20E-07	7.40E-07	4.90E-07
concentration of enzyme	b3991	thiG	2.00E-06			3.60E-06	3.20E-06	3.80E-06		3.80E-06		4.50E-06	5.20E-06		4.50E-06		5.00E-06	4.70E-06				4.80E-06			4.90E-06		5.00E-06						
concentration of enzyme	b3993	thiE	3.70E-06			2.20E-06	4.40E-06	2.00E-06		2.30E-06		2.50E-06	5.00E-06		2.10E-06		4.90E-06	2.20E-06				2.20E-06			5.10E-06		2.10E-06						
concentration of enzyme	b3994	thiC	2.10E-06			2.80E-06	3.40E-06	2.70E-06		3.10E-06		3.40E-06	4.60E-06		3.60E-06		5.30E-06	3.70E-06				4.40E-06			5.90E-06		4.60E-06						
concentration of enzyme	b3997	hemE	2.00E-06			1.00E-06	1.90E-06	1.00E-06		1.10E-06		1.10E-06	1.80E-06		1.20E-06		1.80E-06	1.10E-06				1.00E-06			1.90E-06		1.00E-06			1.10E-07	5.20E-08		5.10E-08
concentration of enzyme	b4005	purD	2.40E-06	2.00E-06	2.50E-06	1.90E-06	2.80E-06	1.90E-06	3.60E-06	2.00E-06	3.50E-06	2.10E-06	3.50E-06	3.00E-06	2.30E-06	8.40E-06	4.80E-06	2.60E-06	5.40E-06	5.20E-06	6.60E-06	3.10E-06	5.80E-06	5.70E-06	5.70E-06	4.30E-06	3.40E-06	6.20E-06	8.00E-06	7.50E-06	8.00E-06	6.40E-06	7.30E-06
concentration of enzyme	b4006	purH	2.50E-06	4.40E-06	4.90E-06	6.00E-06	3.20E-06	6.00E-06	6.20E-06	6.40E-06	5.00E-06	7.00E-06	4.50E-06	5.40E-06	7.70E-06	1.00E-05	5.90E-06	8.90E-06	8.50E-06	8.50E-06	8.20E-06	1.00E-05	9.10E-06	7.10E-06	7.20E-06	8.40E-06	1.20E-05	9.00E-06	8.50E-06	9.70E-06	1.00E-05	9.60E-06	1.10E-05
concentration of enzyme	b4006	purH	2.50E-06	4.40E-06	4.90E-06	6.00E-06	3.20E-06	6.00E-06	6.20E-06	6.40E-06	5.00E-06	7.00E-06	4.50E-06	5.40E-06	7.70E-06	1.00E-05	5.90E-06	8.90E-06	8.50E-06	8.50E-06	8.20E-06	1.00E-05	9.10E-06	7.10E-06	7.20E-06	8.40E-06	1.20E-05	9.00E-06	8.50E-06	9.70E-06	1.00E-05	9.60E-06	1.10E-05
concentration of enzyme	b4013	metA	2.80E-06	2.70E-06	2.80E-06	3.00E-06	3.40E-06	3.00E-06	3.80E-06	3.00E-06	2.20E-06	2.50E-06	3.50E-06	2.90E-06	2.50E-06	3.30E-06	3.40E-06	2.30E-06	2.80E-06	4.30E-06	3.20E-06	2.50E-06	3.50E-06	3.80E-06	3.80E-06	3.30E-06	2.70E-06	6.00E-06	5.10E-06	9.50E-06	8.10E-06	4.30E-06	4.90E-06
concentration of enzyme	b4025	pgi	2.00E-05	1.30E-05	1.30E-05	1.60E-05	1.80E-05	1.60E-05	1.60E-05	1.50E-05	1.30E-05	1.50E-05	1.90E-05	1.30E-05	1.50E-05	1.00E-05	1.80E-05	1.40E-05	1.30E-05	1.20E-05	1.60E-05	1.50E-05	1.70E-05	1.50E-05	1.70E-05	1.40E-05	1.50E-05	2.00E-05	1.40E-05	1.60E-05	2.10E-05	1.60E-05	2.00E-05
concentration of enzyme	b4039	ubiC		3.40E-07	5.30E-07				3.20E-07		5.30E-07			4.90E-07		4.40E-07			6.50E-07	4.30E-07	6.00E-07		5.40E-07	4.40E-07		5.50E-07		3.80E-07	3.70E-07	5.50E-07	3.60E-07	3.30E-07	1.80E-07
concentration of enzyme	b4160	psd	5.10E-06	5.70E-06	5.00E-06	1.70E-06	4.40E-06	1.50E-06	4.90E-06	1.60E-06	4.00E-06	1.60E-06	3.60E-06	4.60E-06	1.40E-06	6.10E-06	3.40E-06	1.40E-06	4.50E-06	5.10E-06	4.90E-06	1.40E-06	5.60E-06	5.50E-06	3.10E-06	4.40E-06	1.40E-06	4.50E-06	4.80E-06	5.70E-06	4.20E-06	5.70E-06	4.50E-06
concentration of enzyme	b4160	psd	5.10E-06	5.70E-06	5.00E-06	1.70E-06	4.40E-06	1.50E-06	4.90E-06	1.60E-06	4.00E-06	1.60E-06	3.60E-06	4.60E-06	1.40E-06	6.10E-06	3.40E-06	1.40E-06	4.50E-06	5.10E-06	4.90E-06	1.40E-06	5.60E-06	5.50E-06	3.10E-06	4.40E-06	1.40E-06	4.50E-06	4.80E-06	5.70E-06	4.20E-06	5.70E-06	4.50E-06
concentration of enzyme	b4177	purA	3.30E-05	2.40E-05	2.30E-05	4.00E-05	3.40E-05	4.00E-05	2.20E-05	4.00E-05	2.60E-05	4.10E-05	2.80E-05	2.80E-05	4.10E-05	2.50E-05	2.70E-05	4.20E-05	2.10E-05	2.20E-05	2.30E-05	4.20E-05	2.50E-05	1.80E-05	3.00E-05	3.10E-05	3.90E-05	2.90E-05	2.40E-05	2.40E-05	2.60E-05	2.30E-05	1.70E-05
concentration of enzyme	b4208	cycA	3.00E-06	4.40E-06	3.70E-06	3.60E-06	3.70E-06	3.70E-06	1.20E-06	3.40E-06	1.70E-06	2.50E-06	2.30E-06	3.70E-06	2.50E-06	1.80E-06	1.80E-06	1.90E-06	2.20E-06	1.80E-06	1.60E-06	1.50E-06	1.20E-06	1.60E-06		2.70E-06	1.00E-06	1.10E-06	5.00E-07	6.40E-07	7.20E-07	1.10E-06	7.80E-07
concentration of enzyme	b4214	cysQ	7.10E-06	5.10E-06	3.50E-06	2.50E-06	5.00E-06	2.10E-06	5.00E-06	1.80E-06	3.60E-06	2.20E-06	3.30E-06	2.70E-06	2.00E-06	3.40E-06	3.10E-06	1.40E-06	3.50E-06	2.70E-06	4.10E-06	1.50E-06	3.30E-06	3.50E-06	2.50E-06	2.30E-06	1.60E-06	2.50E-06	4.30E-06	3.20E-06	5.20E-06	2.50E-06	3.80E-06
concentration of enzyme	b4384	deoD	8.90E-06	1.10E-05	1.20E-05	2.30E-05	1.00E-05	2.40E-05	1.20E-05	2.30E-05	9.80E-06	2.30E-05	9.60E-06	1.10E-05	2.20E-05	8.80E-06	1.00E-05	2.00E-05	1.20E-05	1.30E-05	1.00E-05	1.90E-05	1.30E-05	1.20E-05	7.50E-06	1.10E-05	1.80E-05	1.00E-05	1.00E-05	9.80E-06	1.00E-05	1.10E-05	1.10E-05
concentration of enzyme	b4388	serB	5.40E-07	2.20E-07	3.30E-07	2.00E-07	5.20E-07	2.00E-07	3.20E-07	2.10E-07	2.00E-07	1.60E-07	4.90E-07	3.30E-07		3.70E-07	4.70E-07	2.00E-07	3.10E-07	3.40E-07	4.50E-07		4.60E-07	3.90E-07	5.40E-07	3.20E-07	1.80E-07	5.10E-07	4.30E-07	6.70E-07	3.70E-07	4.90E-07	2.10E-07
